sno,title,nco_2015,nco_2004,division,sub_division,group,family
384,Testing and Validation Engineer,2152.0902,,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Electronics Engineers
385,"Electronics Engineers, Other",2152.9900,2144.90,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Electronics Engineers
386,"Telecommunication Engineer, General",2153.0100,2144.10,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Telecommunication Engineers
387,Telecom Terminal Equipment Application Developer (Android),2153.0101,,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Telecommunication Engineers
388,Telecom Terminal Equipment Application (Native Applications),2153.0102,,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Telecommunication Engineers
389,"Radio Engineer, Telecommunication",2153.0200,2144.20,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Telecommunication Engineers
390,"Microwave Engineer, Telecommunication",2153.0300,2144.30,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Telecommunication Engineers
391,"Line Communication Engineer, TeleCommunication/Telecommunication Engineer/Technician",2153.0400,2144.40,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Telecommunication Engineers
392,Sound Engineer,2153.0500,2144.50,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Telecommunication Engineers
393,"Sound Engineer, Media",2153.0501,,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Telecommunication Engineers
394,Sound Designer,2153.0511,,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Telecommunication Engineers
395,Core Engineer,2153.0601,,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Telecommunication Engineers
396,"Telecommunication Engineers, Other",2153.9900,,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Telecommunication Engineers
397,Architect,2161.0100,2141.10,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Building Architects
398,"Building Architects, Other",2161.9900,2141.90,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Building Architects
399,Furniture Designer,2163.0400,3471.20,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Product and Garment Designers
400,Fashion Designer,2163.0500,3471.40,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Product and Garment Designers
401,Textile Designer,2163.0600,3471.45,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Product and Garment Designers
402,Package Designer/Packaging Designer,2163.0100,3471.80,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Product and Garment Designers
403,Design Merchandiser,2163.0201,,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Product and Garment Designers
404,Hand Sketch Designer (Basic),2163.0301,,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Product and Garment Designers
405,Town Planner,2164.0100,2141.20,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Town and Traffic Planners
406,Traffic Planner,2164.0200,2141.30,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Town and Traffic Planners
407,Cartographer,2165.0100,2148.10,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Cartographers and Surveyors
408,"Surveyor, Topographical",2165.0200,2148.20,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Cartographers and Surveyors
409,Aerial – Photograph Interpreter,2165.0300,2148.25,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Cartographers and Surveyors
410,"Surveyor, Photogrammetric",2165.0400,2148.30,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Cartographers and Surveyors
411,"Surveyor, Mine",2165.0500,2148.40,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Cartographers and Surveyors
412,"Surveyor, Hydrographic",2165.0600,2148.50,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Cartographers and Surveyors
413,"Cartographers and Surveyors, Other",2165.9900,2148.90,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Cartographers and Surveyors
414,Rigging Artist,2166.0203,,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Graphic and Multimedia Designers
415,Texturing Artist,2166.0204,,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Graphic and Multimedia Designers
416,Animation Director,2166.0205,,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Graphic and Multimedia Designers
417,Character Designer,2166.0206,,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Graphic and Multimedia Designers
418,Clean-Up Artist,2166.0207,,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Graphic and Multimedia Designers
419,Compositor,2166.0208,,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Graphic and Multimedia Designers
420,Storyboard Artist,2166.0209,,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Graphic and Multimedia Designers
421,Rendering Artist,2166.0210,,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Graphic and Multimedia Designers
422,VFX Editor,2166.0211,,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Graphic and Multimedia Designers
423,Roto Artist,2166.0212,,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Graphic and Multimedia Designers
424,Web Designer,2166.0300,2452.80,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Graphic and Multimedia Designers
425,Designer (CAD),2166.0401,,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Graphic and Multimedia Designers
426,Commercial Artist,2166.0100,2452.60,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Graphic and Multimedia Designers
427,Graphic Designer,2166.0501,3471.70,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Graphic and Multimedia Designers
428,Art Director,2166.0111,,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Graphic and Multimedia Designers
429,Colour Key Artist,2166.0511,,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Graphic and Multimedia Designers
430,Multimedia Artist and Animator/Animator,2166.0201,2452.70,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Graphic and Multimedia Designers
431,Colourist,2166.0512,,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Graphic and Multimedia Designers
432,Modeller,2166.0202,,Professionals,Science and Engineering Professionals,"Architects, Planners, Surveyors and Designers",Graphic and Multimedia Designers
433,"Surgeon, General",2211.0200,2221.15,Professionals,Health Associate Professionals,Medical Doctors,Generalist Medical Practitioners
434,"Anatomist, Medical",2211.0300,2221.20,Professionals,Health Associate Professionals,Medical Doctors,Generalist Medical Practitioners
435,Anaesthetist,2211.0400,2221.25,Professionals,Health Associate Professionals,Medical Doctors,Generalist Medical Practitioners
436,Psychiatrist,2211.0500,2221.30,Professionals,Health Associate Professionals,Medical Doctors,Generalist Medical Practitioners
437,"Generalist Medical Practitioners, Allopathic, Other",2211.9900,2221.90,Professionals,Health Associate Professionals,Medical Doctors,Generalist Medical Practitioners
438,"Physician, General",2211.0100,2221.10,Professionals,Health Associate Professionals,Medical Doctors,Generalist Medical Practitioners
439,Gynaecologist,2212.1200,2221.78,Professionals,Health Associate Professionals,Medical Doctors,Specialist Medical Practitioners
440,Paediatrician,2212.1300,2221.80,Professionals,Health Associate Professionals,Medical Doctors,Specialist Medical Practitioners
441,Orthopaedist,2212.1400,2221.85,Professionals,Health Associate Professionals,Medical Doctors,Specialist Medical Practitioners
442,Pharmacologist,2212.1500,2212.30,Professionals,Health Associate Professionals,Medical Doctors,Specialist Medical Practitioners
443,Toxicologist (Pharmaceutical),2212.1600,2212.35,Professionals,Health Associate Professionals,Medical Doctors,Specialist Medical Practitioners
444,Neurologist,2212.0100,2221.35,Professionals,Health Associate Professionals,Medical Doctors,Specialist Medical Practitioners
445,"Pathologist, Medical",2212.1700,2212.40,Professionals,Health Associate Professionals,Medical Doctors,Specialist Medical Practitioners
446,Dermatologist,2212.0200,2221.40,Professionals,Health Associate Professionals,Medical Doctors,Specialist Medical Practitioners
447,"Malariologist, Medical",2212.1800,2212.45,Professionals,Health Associate Professionals,Medical Doctors,Specialist Medical Practitioners
448,Allergy Specialist,2212.0300,2221.42,Professionals,Health Associate Professionals,Medical Doctors,Specialist Medical Practitioners
449,"Physiologist, Medical",2212.1900,2212.50,Professionals,Health Associate Professionals,Medical Doctors,Specialist Medical Practitioners
450,"Ear, Nose and Throat Specialist",2212.0400,2221.45,Professionals,Health Associate Professionals,Medical Doctors,Specialist Medical Practitioners
451,"Specialist Medical Practitioners, Other",2212.9900,2212.90,Professionals,Health Associate Professionals,Medical Doctors,Specialist Medical Practitioners
452,Cardiologist,2212.0500,2221.50,Professionals,Health Associate Professionals,Medical Doctors,Specialist Medical Practitioners
453,Radiologist,2212.0600,2221.55,Professionals,Health Associate Professionals,Medical Doctors,Specialist Medical Practitioners
454,Tuberculosis Specialist,2212.0700,2221.60,Professionals,Health Associate Professionals,Medical Doctors,Specialist Medical Practitioners
455,Ophthalmologist,2212.0800,2221.65,Professionals,Health Associate Professionals,Medical Doctors,Specialist Medical Practitioners
456,Urologist,2212.0900,2221.68,Professionals,Health Associate Professionals,Medical Doctors,Specialist Medical Practitioners
457,Venereologist,2212.1000,2221.70,Professionals,Health Associate Professionals,Medical Doctors,Specialist Medical Practitioners
458,Obstetrician,2212.1100,2221.75,Professionals,Health Associate Professionals,Medical Doctors,Specialist Medical Practitioners
459,"Nurse, Specialist",2221.0100,2230.10,Professionals,Health Associate Professionals,Nursing and Midwifery Professionals,Nursing Professionals
460,"Professional Nurses, Other",2221.9900,2230.90,Professionals,Health Associate Professionals,Nursing and Midwifery Professionals,Nursing Professionals
461,"Physician, Ayurvedic",2230.0100,2222.10,Professionals,Health Associate Professionals,Traditional and Complementary Medicine Professionals,Traditional and Complementary Medicine Professionals
462,"Physician, Homeopathic",2230.0200,2223.10,Professionals,Health Associate Professionals,Traditional and Complementary Medicine Professionals,Traditional and Complementary Medicine Professionals
463,"Physician, Bio-Chemic/Bio Chemist",2230.0300,2223.20,Professionals,Health Associate Professionals,Traditional and Complementary Medicine Professionals,Traditional and Complementary Medicine Professionals
464,"Physician, Unani",2230.0400,2224.10,Professionals,Health Associate Professionals,Traditional and Complementary Medicine Professionals,Traditional and Complementary Medicine Professionals
465,"Traditional Medicine Practitioners, Other",2230.9900,3241.90,Professionals,Health Associate Professionals,Traditional and Complementary Medicine Professionals,Traditional and Complementary Medicine Professionals
466,"Laboratory Assistant, Clinical",2240.0100,3221.10,Professionals,Health Associate Professionals,Paramedical Practitioners,Paramedical Practitioners
467,Dresser,2240.0400,3221.40,Professionals,Health Associate Professionals,Paramedical Practitioners,Paramedical Practitioners
468,Emergency Medical Technician – Basic,2240.0501,,Professionals,Health Associate Professionals,Paramedical Practitioners,Paramedical Practitioners
469,Emergency Medical Technician – Advanced,2240.0502,,Professionals,Health Associate Professionals,Paramedical Practitioners,Paramedical Practitioners
470,"Paramedical Practitioners, Other",2240.9900,,Professionals,Health Associate Professionals,Paramedical Practitioners,Paramedical Practitioners
471,Animal Pathologist,2250.0100,2212.60,Professionals,Health Associate Professionals,Veterinarians,Veterinarians
472,"Veterinarian, General",2250.0200,2226.10,Professionals,Health Associate Professionals,Veterinarians,Veterinarians
473,"Veterinarian, Surgeon",2250.0300,2226.20,Professionals,Health Associate Professionals,Veterinarians,Veterinarians
474,Animal Genetist,2250.0400,2226.30,Professionals,Health Associate Professionals,Veterinarians,Veterinarians
475,Zoo Veterinarian,2250.0500,2226.40,Professionals,Health Associate Professionals,Veterinarians,Veterinarians
476,"Veterinarian, Poultry",2250.0600,2226.50,Professionals,Health Associate Professionals,Veterinarians,Veterinarians
477,"Veterinarians, Other",2250.9900,2226.90,Professionals,Health Associate Professionals,Veterinarians,Veterinarians
478,Prosthodontist,2261.0500,2225.50,Professionals,Health Associate Professionals,Other Health Professionals,Dentists
479,Paediatric Dentist,2261.0600,2225.60,Professionals,Health Associate Professionals,Other Health Professionals,Dentists
480,"Dental Specialists, Other",2261.9900,2225.90,Professionals,Health Associate Professionals,Other Health Professionals,Dentists
481,Dentist,2261.0100,2225.10,Professionals,Health Associate Professionals,Other Health Professionals,Dentists
482,Oral and Maxillofacial Surgeon,2261.0200,2225.20,Professionals,Health Associate Professionals,Other Health Professionals,Dentists
483,Orthodontist,2261.0300,2225.30,Professionals,Health Associate Professionals,Other Health Professionals,Dentists
484,Periodontist,2261.0400,2225.40,Professionals,Health Associate Professionals,Other Health Professionals,Dentists
485,"Chemist, Pharmaceuticals",2262.0100,2113.70,Professionals,Health Associate Professionals,Other Health Professionals,Pharmacists
486,"Chemist, Pharmaceuticals",2262.0101,,Professionals,Health Associate Professionals,Other Health Professionals,Pharmacists
487,Health Officer,2263.0100,2229.10,Professionals,Health Associate Professionals,Other Health Professionals,Environmental and Occupational Health and Hygiene Professionals
488,"Administrator, Hospital",2263.0200,2229.15,Professionals,Health Associate Professionals,Other Health Professionals,Environmental and Occupational Health and Hygiene Professionals
489,"Environmental and Occupational Health and Hygiene Professionals, Other",2263.9900,3152.90,Professionals,Health Associate Professionals,Other Health Professionals,Environmental and Occupational Health and Hygiene Professionals
490,Physiotherapist,2264.0100,3226.10,Professionals,Health Associate Professionals,Other Health Professionals,Physiotherapists
491,Occupational Therapist,2264.0200,3226.20,Professionals,Health Associate Professionals,Other Health Professionals,Physiotherapists
492,Chiropodist,2264.0300,3226.30,Professionals,Health Associate Professionals,Other Health Professionals,Physiotherapists
493,Masseur,2264.0400,3226.40,Professionals,Health Associate Professionals,Other Health Professionals,Physiotherapists
494,Sports Masseur,2264.0401,,Professionals,Health Associate Professionals,Other Health Professionals,Physiotherapists
495,"Physiotherapists and Related Associate Professionals, Other",2264.9900,3226.90,Professionals,Health Associate Professionals,Other Health Professionals,Physiotherapists
496,Dietician Assistant,2265.0201,,Professionals,Health Associate Professionals,Other Health Professionals,Dieticians and Nutritionists
497,Animal Nutritionist,2265.0300,3223.30,Professionals,Health Associate Professionals,Other Health Professionals,Dieticians and Nutritionists
498,"Dieticians and Nutritionists, Other",2265.9900,3223.90,Professionals,Health Associate Professionals,Other Health Professionals,Dieticians and Nutritionists
499,"Nutritionist, General",2265.0100,3223.10,Professionals,Health Associate Professionals,Other Health Professionals,Dieticians and Nutritionists
500,"Dietician, General",2265.0200,3223.20,Professionals,Health Associate Professionals,Other Health Professionals,Dieticians and Nutritionists
