sno,title,nco_2015,nco_2004,division,sub_division,group,family
894,"Chemist, Water Purification/Water Treatment",3116.0600,3116.60,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Chemical Engineering Technicians
895,"Chemical Engineering Technicians, Other/Chemical Process Technicians",3116.9900,3116.90,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Chemical Engineering Technicians
896,Rock Slicer,3117.0100,3117.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Mining and Metallurgical Technicians
897,Petroleum and Natural Gas Extraction Technician,3117.0200,3117.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Mining and Metallurgical Technicians
898,"Laboratory Assistant, Metallurgical",3117.0300,3117.30,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Mining and Metallurgical Technicians
899,"Mining and Metallurgical Technicians, Other",3117.9900,3117.90,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Mining and Metallurgical Technicians
900,Physical Design Engineer,3118.0302,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Draughtpersons
901,"Draughtperson, Mechanical",3118.0401,3118.40,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Draughtpersons
902,Draughtsman – Mechanical,3118.0402,3118.40,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Draughtpersons
903,"Draughtperson, Structural",3118.0500,3118.50,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Draughtpersons
904,"Draughtperson, Topographical",3118.0600,3118.60,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Draughtpersons
905,Lithographic Designer,3118.0700,3118.70,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Draughtpersons
906,Tracer,3118.0800,3118.80,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Draughtpersons
907,Blue Printer,3118.0900,3118.85,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Draughtpersons
908,"Draughtpersons, Other",3118.9900,3118.90,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Draughtpersons
909,"Draughtperson, Architectural",3118.0100,3118.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Draughtpersons
910,"Draughtperson, Civil",3118.0200,3118.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Draughtpersons
911,Plumbing Draftsman,3118.0201,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Draughtpersons
912,"Draughtperson, Electrical",3118.0300,3118.30,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Draughtpersons
913,Draftsman,3118.0301,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Draughtpersons
914,Fire Prevention Officer,3119.0800,3151.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Physical and Engineering Science Technicians Not Elsewhere Classified
915,Fire Officer,3119.0900,3151.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Physical and Engineering Science Technicians Not Elsewhere Classified
916,"Fire Inspectors, Other",3119.1000,3151.90,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Physical and Engineering Science Technicians Not Elsewhere Classified
917,Laser Technician,3119.1100,3139.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Physical and Engineering Science Technicians Not Elsewhere Classified
918,"Optical and Electronic Equipment Controllers, Other",3119.9900,3139.90,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Physical and Engineering Science Technicians Not Elsewhere Classified
919,"Laboratory Assistant, Engineering",3119.0100,3119.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Physical and Engineering Science Technicians Not Elsewhere Classified
920,Forensic Science Technician,3119.0200,3119.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Physical and Engineering Science Technicians Not Elsewhere Classified
921,Fingerprint Expert,3119.0300,3119.30,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Physical and Engineering Science Technicians Not Elsewhere Classified
922,Handwriting Expert,3119.0400,3119.35,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Physical and Engineering Science Technicians Not Elsewhere Classified
923,Impression Taker,3119.0500,3119.37,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Physical and Engineering Science Technicians Not Elsewhere Classified
924,Weather Observer,3119.0600,3119.40,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Physical and Engineering Science Technicians Not Elsewhere Classified
925,"Methods, Time and Motion Study Technician",3119.0700,3119.50,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Physical and Engineering Science Technicians,Physical and Engineering Science Technicians Not Elsewhere Classified
926,"Supervisor and Foreman, Mining and Quarrying",3121.0100,8118.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Mining Supervisors
927,"Supervisor and Foreman, Well Drilling",3121.0200,8118.15,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Mining Supervisors
928,"Supervisor and Foreman, Mineral Treating",3121.0300,8118.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Mining Supervisors
929,"Overman, Colliery",3121.0400,8118.25,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Mining Supervisors
930,"Sirdar, Colliery",3121.0500,8118.30,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Mining Supervisors
931,Mud Supervisor,3121.0600,8118.35,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Mining Supervisors
932,Well Pulling Supervisor,3121.0700,8118.40,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Mining Supervisors
933,Gas Supervisor,3121.0800,8118.50,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Mining Supervisors
934,"Supervisors and Foremen in Mining and Mineral Processing Plant Operation Activities, Other",3121.9900,8118.90,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Mining Supervisors
935,Stock House Foreman,3122.0300,8128.30,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
936,Plastic Moulding Shop Supervisor,3122.2200,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
937,"Supervisor and Foreman, Tobacco Preparation, Cigar and Cigarette Making",3122.3800,8279.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
938,"Supervisor and Foreman, Machinery Fitting and Repairing",3122.5200,7238.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
939,Bruting Supervisor,3122.6506,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
940,"Supervisor and Foreman, Metal Treating",3122.0400,8128.40,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
941,Plastic Moulding Shift In-Charge,3122.2300,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
942,"Supervisor and Foreman, Tobacco Product Making",3122.3900,8279.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
943,"Supervisor and Foreman, Motor Vehicle Repairing",3122.5300,7238.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
944,Blocking Supervisor,3122.6507,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
945,"Supervisor and Foreman, Metal Drawing and Extruding",3122.0500,8128.50,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
946,"Supervisor and Foreman, Wood Working (Machine)",3122.2400,8248.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
947,"Supervisor and Foreman, Material and Freight Handling",3122.4000,8290.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
948,"Supervisor and Foreman, Aircraft Repairing",3122.5400,7238.30,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
949,Polishing Supervisor,3122.6508,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
950,Assembly Line Supervisor,3122.0601,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
951,"Supervisor and Foreman, Carpentry, Cabinet Making and Related Wood Working Processes",3122.2500,8248.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
952,"Supervisor and Foreman, Checking, Sorting, Packing and Related Activities",3122.4100,8290.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
953,"Supervisor and Foreman, Electrical and Electronic Equipment",3122.5600,7248.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
954,Final Assortment Supervisor,3122.6509,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
955,"Supervisor and Foreman, Glass Forming and Related Activities",3122.0800,8138.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
956,"Supervisor and Foreman, Paper and Paper Board Product Making",3122.2600,8258.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
957,"Supervisor and Foreman, Welding and Flame Cutting",3122.4200,7218.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
958,"Engineering Supervisor, Telephone",3122.5700,7248.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
959,Supervisor Faceting and Polishing,3122.6511,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
960,"Supervisor and Foreman, Ceramics and Related Activities",3122.0900,8138.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
961,Jobber (Textile),3122.2800,8268.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
962,"Supervisor and Foreman, Sheet and Structural Metal Working",3122.4300,7218.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
963,"Sub-Inspector, Telephone",3122.5800,7248.30,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
964,"Supervisor and Foreman, Photolitho, Photo Engraving and Dark Room Operations",3122.6600,7348.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
965,"Supervisor and Foreman, Wood Preparation and Papermaking",3122.1000,8148.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
966,"Supervisor and Foreman, Hosiery",3122.2900,8268.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
967,Casting Line In-Charge,3122.4401,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
968,"Charge Hand, Rack Wiring (Telephone Equipment) Manufacturing",3122.5900,7248.40,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
969,"Supervisor and Foreman, Printing and Related Work",3122.6700,7348.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
970,"Supervisor and Foreman, Paper Pulp and Papermaking",3122.1100,8148.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
971,"Supervisor and Foreman, Tanning and Pelt Dressing",3122.3000,8268.30,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
972,Casting Line Supervisor,3122.4402,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
973,"Line Supervisor, Electrical",3122.6000,7248.50,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
974,"Supervisor and Foreman, Food Processing/Production Supervisor",3122.6900,7418.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
975,"Supervisor and Foreman, Chemical Processing and Related Activities",3122.1300,8158.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
976,"Supervisor and Foreman, Shoemaking",3122.3100,8268.40,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
977,Forging Shop Shift In-Charge,3122.4501,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
978,"Supervisor and Foreman, Precision Instrument Making (Except Electrical)",3122.6200,7318.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
979,Juice Clarification Supervisor,3122.7000,7418.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
980,"Supervisor and Foreman, Petroleum Refining and Related Activities/Operator/Engineering Assistant (Mechanical/Electrical/Civil/Chemical) Related Activities",3122.1400,8158.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
981,"Supervisor and Foreman, Harness and Saddle Making",3122.3200,8268.50,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
982,Forging Shop Supervisor,3122.4502,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
983,"Supervisor and Foreman, Musical Instrument Making",3122.6300,7318.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
984,"Supervisor and Foreman, Brewing, Aerated Water and Beverage Making",3122.7100,7418.30,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
985,Boiler Supervisor,3122.1600,8168.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
986,"Supervisor and Foreman, Leather Goods Making",3122.3300,8268.60,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
987,Press Shop Shift In-Charge,3122.4601,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
988,"Supervisor, Jewellery, Engraving and Precision Metal Workers",3122.6400,7318.30,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
989,"Supervisor and Foreman, Dairy Products/Dairy Technologist",3122.7200,7418.40,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
990,"Supervisors and Foremen, Stationary Engine and Related Equipment",3122.1700,8168.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
991,"Supervisors and Foremen, Textile-Related Products",3122.3400,7435.05,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
992,Press Shop Supervisor,3122.4602,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
993,Wax Model Making Supervisor,3122.6501,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
994,Rubber Nursery Supervisor,3122.8001,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
995,"Supervisor and Foreman, Stone Cutting and Carving",3122.1800,8218.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
996,"Scouring Supervisor, Wool",3122.3450,7431.26,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
997,Welding Machine Setter,3122.4701,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
998,Product Development Manager,3122.6502,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
999,"Manufacturing Supervisors, Other",3122.9900,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
1000,"Supervisor and Foreman, Machine Tool Operations",3122.1900,8218.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Mining, Manufacturing and Construction Supervisors",Manufacturing Supervisors
